payment_id,rental_id,customer_id,payment_date,amount_zar,payment_method,transaction_ref,payment_type,status,gateway,currency,created_at,source_system
PY0000329,RN000381,CU00109,2024-05-17,17758.1,Corporate Account,TXN534079310,Top-up,Success,Standard Bank EFT,ZAR,2023-11-03T00:00:00,CORPORATE_PORTAL
PY0000330,RN000382,CU00472,2021-06-28,13867.98,Debit Card,TXN490631916,Top-up,Success,Ozow,ZAR,2021-10-30T00:00:00,CALL_CENTER
PY0000331,RN000383,CU00426,2023-05-12,10124.22,Credit Card,TXN854354805,Top-up,Success,PayGate,ZAR,2023-07-10T00:00:00,CRM_MOBILE
PY0000332,RN000384,CU00194,2023-05-05,33621.48,EFT,TXN748970316,Final Payment,Success,PayGate,ZAR,2024-02-06T00:00:00,CRM_WEB
PY0000333,RN000385,CU00345,2023-05-10,13499.06,Corporate Account,TXN369943365,Booking Deposit,Success,PayFast,ZAR,2022-06-26T00:00:00,CRM_MOBILE
PY0000334,RN000387,CU00508,2024-05-01,11076.56,Cash,TXN795491070,Final Payment,Success,Standard Bank EFT,ZAR,2024-01-23T00:00:00,WALK_IN
PY0000335,RN000388,CU00252,2021-04-08,9126.68,Credit Card,TXN257411794,Booking Deposit,Success,PayGate,ZAR,2024-05-31T00:00:00,CRM_MOBILE
PY0000336,RN000390,CU00544,2024-01-11,11236.93,EFT,TXN766689256,Booking Deposit,Success,PayGate,ZAR,2023-11-21T00:00:00,THIRD_PARTY_OTA
PY0000337,RN000392,CU00258,2022-01-31,1113.51,EFT,TXN858517442,Top-up,Success,Ozow,ZAR,2023-11-03T00:00:00,CALL_CENTER
PY0000338,RN000393,CU00174,2021-05-27,1973.88,Debit Card,TXN796402614,Final Payment,Success,PayGate,ZAR,2024-04-15T00:00:00,CORPORATE_PORTAL
PY0000339,RN000394,CU00137,2024-02-10,6629.44,Debit Card,TXN384530937,Booking Deposit,Success,PayGate,ZAR,2023-12-22T00:00:00,CALL_CENTER
PY0000340,RN000395,CU00176,2023-01-16,11478.32,Cash,TXN794212962,Booking Deposit,Success,Ozow,ZAR,2022-12-22T00:00:00,CRM_MOBILE
PY0000341,RN000396,CU00470,2021-08-15,1133.07,Debit Card,TXN250553798,Top-up,Success,PayGate,ZAR,2022-08-29T00:00:00,CRM_MOBILE
PY0000342,RN000397,CU00440,2022-05-05,9322.35,Debit Card,TXN263045457,Final Payment,Success,Peach Payments,ZAR,2022-09-27T00:00:00,CRM_MOBILE
PY0000343,RN000398,CU00170,2023-05-26,12858.12,Debit Card,TXN954379552,Booking Deposit,Success,PayFast,ZAR,2023-10-23T00:00:00,CRM_MOBILE
PY0000344,RN000399,CU00285,2023-04-09,7176.44,Corporate Account,TXN909164829,Booking Deposit,Success,PayGate,ZAR,2024-05-28T00:00:00,CRM_WEB
PY0000345,RN000400,CU00202,2024-06-26,8848.85,EFT,TXN649695413,Final Payment,Success,Peach Payments,ZAR,2024-02-22T00:00:00,CORPORATE_PORTAL
PY0000346,RN000401,CU00133,2023-06-26,1706.45,EFT,TXN724779154,Top-up,Success,PayGate,ZAR,2020-09-03T00:00:00,CORPORATE_PORTAL
PY0000347,RN000404,CU00175,2023-04-05,7010.66,Credit Card,TXN832987712,Booking Deposit,Success,PayGate,ZAR,2024-01-21T00:00:00,CRM_MOBILE
PY0000348,RN000405,CU00273,2020-04-07,37855.18,EFT,TXN759137416,Final Payment,Success,Peach Payments,ZAR,2023-11-30T00:00:00,CRM_WEB
PY0000349,RN000406,CU00455,2023-05-13,4371.45,Credit Card,TXN503353430,Booking Deposit,Success,Peach Payments,ZAR,2023-12-05T00:00:00,CRM_MOBILE
PY0000350,RN000407,CU00381,2024-03-29,5097.68,EFT,TXN349768742,Top-up,Success,Standard Bank EFT,ZAR,2023-06-24T00:00:00,CRM_WEB
PY0000351,RN000408,CU00032,2022-06-03,1525.6,Debit Card,TXN602390316,Final Payment,Success,PayGate,ZAR,2023-01-25T00:00:00,CRM_WEB
PY0000352,RN000412,CU00016,2024-01-26,2918.87,Corporate Account,TXN818434489,Top-up,Success,Peach Payments,ZAR,2024-01-13T00:00:00,CRM_WEB
PY0000353,RN000413,CU00079,2023-03-15,11487.03,Debit Card,TXN802606975,Top-up,Success,PayGate,ZAR,2022-05-21T00:00:00,WALK_IN
PY0000354,RN000414,CU00580,2024-05-13,5355.59,Cash,TXN385419631,Top-up,Success,PayGate,ZAR,2023-02-09T00:00:00,CORPORATE_PORTAL
PY0000355,RN000415,CU00368,2023-01-02,4347.24,Cash,TXN120528531,Final Payment,Success,Standard Bank EFT,ZAR,2022-10-18T00:00:00,CRM_MOBILE
PY0000356,RN000416,CU00391,2024-06-24,13819.88,Corporate Account,TXN426391792,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-02-20T00:00:00,CORPORATE_PORTAL
PY0000357,RN000417,CU00212,2023-05-09,51482.21,EFT,TXN272483338,Final Payment,Success,PayFast,ZAR,2024-05-15T00:00:00,CRM_WEB
PY0000358,RN000418,CU00050,2022-04-11,39303.74,Debit Card,TXN812887919,Booking Deposit,Success,Standard Bank EFT,ZAR,2022-01-14T00:00:00,CRM_MOBILE
PY0000359,RN000419,CU00599,2022-09-08,24662.14,Cash,TXN505515318,Final Payment,Success,Standard Bank EFT,ZAR,2022-07-11T00:00:00,CORPORATE_PORTAL
PY0000360,RN000420,CU00341,2023-10-20,11481.8,Debit Card,TXN970347506,Final Payment,Success,PayFast,ZAR,2024-05-30T00:00:00,WALK_IN
PY0000361,RN000421,CU00569,2023-09-07,8050.54,EFT,TXN283239618,Final Payment,Success,Standard Bank EFT,ZAR,2023-01-04T00:00:00,CALL_CENTER
PY0000362,RN000422,CU00059,2024-05-18,1552.48,Debit Card,TXN218268898,Booking Deposit,Success,Peach Payments,ZAR,2024-04-20T00:00:00,CRM_WEB
PY0000363,RN000423,CU00019,2022-01-04,10743.95,Credit Card,TXN666345866,Top-up,Success,Peach Payments,ZAR,2023-08-25T00:00:00,THIRD_PARTY_OTA
PY0000364,RN000424,CU00039,2021-05-11,7393.68,Corporate Account,TXN958131657,Top-up,Success,Ozow,ZAR,2021-12-23T00:00:00,CRM_MOBILE
PY0000365,RN000426,CU00480,2024-04-19,9225.75,Cash,TXN483580539,Final Payment,Success,Peach Payments,ZAR,2024-04-22T00:00:00,CALL_CENTER
PY0000366,RN000429,CU00339,2021-12-26,6979.94,Credit Card,TXN288887822,Booking Deposit,Success,Standard Bank EFT,ZAR,2022-10-09T00:00:00,CRM_WEB
PY0000367,RN000429,CU00339,2020-11-07,5710.820000000001,Credit Card,TXN428500146,Final Payment,Success,Ozow,ZAR,2021-02-15T00:00:00,CRM_WEB
PY0000368,RN000430,CU00232,2022-10-24,11050.7,Credit Card,TXN785010066,Top-up,Success,PayGate,ZAR,2023-07-17T00:00:00,CALL_CENTER
PY0000369,RN000432,CU00399,2024-03-30,11978.43,Cash,TXN169031383,Final Payment,Success,Peach Payments,ZAR,2021-05-29T00:00:00,CORPORATE_PORTAL
PY0000370,RN000433,CU00371,2020-11-22,25139.08,EFT,TXN820802146,Booking Deposit,Success,Ozow,ZAR,2020-06-23T00:00:00,CORPORATE_PORTAL
PY0000371,RN000434,CU00130,2024-05-13,44083.86,Credit Card,TXN425054896,Top-up,Success,PayGate,ZAR,2024-05-16T00:00:00,WALK_IN
PY0000372,RN000435,CU00442,2024-06-12,16264.24,EFT,TXN209261401,Final Payment,Success,Ozow,ZAR,2024-05-24T00:00:00,CALL_CENTER
PY0000373,RN000436,CU00186,2021-08-03,16913.04,Corporate Account,TXN796641963,Top-up,Success,Peach Payments,ZAR,2023-08-14T00:00:00,THIRD_PARTY_OTA
PY0000374,RN000437,CU00524,2022-01-14,24637.52,Debit Card,TXN455961400,Final Payment,Success,PayFast,ZAR,2021-07-28T00:00:00,THIRD_PARTY_OTA
PY0000375,RN000438,CU00549,2023-06-16,38531.64,Credit Card,TXN304427625,Final Payment,Success,Ozow,ZAR,2023-03-26T00:00:00,THIRD_PARTY_OTA
PY0000376,RN000439,CU00107,2024-03-10,19112.46,Cash,TXN499379713,Top-up,Success,PayFast,ZAR,2024-03-11T00:00:00,WALK_IN
PY0000377,RN000440,CU00078,2023-11-16,7632.57,Corporate Account,TXN246126208,Top-up,Success,Ozow,ZAR,2023-10-24T00:00:00,CORPORATE_PORTAL
PY0000378,RN000441,CU00476,2022-12-05,35068.83,Corporate Account,TXN483378062,Top-up,Success,PayGate,ZAR,2022-05-09T00:00:00,WALK_IN
PY0000379,RN000443,CU00456,2022-01-19,22356.16,Credit Card,TXN146647964,Booking Deposit,Success,PayFast,ZAR,2020-02-05T00:00:00,CRM_MOBILE
PY0000380,RN000444,CU00166,2020-02-10,9120.01,Credit Card,TXN250285939,Final Payment,Success,Standard Bank EFT,ZAR,2022-06-07T00:00:00,THIRD_PARTY_OTA
PY0000381,RN000445,CU00367,2023-11-26,4357.01,Debit Card,TXN592090014,Final Payment,Success,Peach Payments,ZAR,2022-03-24T00:00:00,CALL_CENTER
PY0000382,RN000446,CU00483,2022-07-12,12184.83,Credit Card,TXN242420782,Top-up,Success,PayFast,ZAR,2023-02-02T00:00:00,CORPORATE_PORTAL
PY0000383,RN000447,CU00024,2023-03-17,21171.72,EFT,TXN579324962,Final Payment,Success,Ozow,ZAR,2024-06-17T00:00:00,WALK_IN
PY0000384,RN000448,CU00221,2023-10-26,14423.18,Credit Card,TXN876954865,Booking Deposit,Success,Standard Bank EFT,ZAR,2023-08-31T00:00:00,CRM_WEB
PY0000385,RN000448,CU00221,2023-12-09,11842.439999999999,Credit Card,TXN510252700,Final Payment,Success,Peach Payments,ZAR,2023-12-17T00:00:00,CRM_WEB
PY0000386,RN000449,CU00398,2021-02-12,13843.17,Cash,TXN968399787,Final Payment,Success,PayGate,ZAR,2020-12-14T00:00:00,THIRD_PARTY_OTA
PY0000387,RN000450,CU00427,2024-06-17,9393.89,Corporate Account,TXN981619640,Booking Deposit,Pending,Standard Bank EFT,ZAR,2023-11-16T00:00:00,CALL_CENTER
PY0000388,RN000453,CU00316,2022-02-14,30338.87,Corporate Account,TXN675925751,Final Payment,Success,PayGate,ZAR,2024-04-14T00:00:00,CALL_CENTER
PY0000389,RN000455,CU00148,2022-09-13,40638.28,Cash,TXN751038612,Booking Deposit,Pending,PayFast,ZAR,2023-07-11T00:00:00,CRM_WEB
PY0000390,RN000456,CU00569,2023-11-27,5547.63,Corporate Account,TXN613477476,Final Payment,Pending,PayGate,ZAR,2023-11-13T00:00:00,CRM_MOBILE
PY0000391,RN000457,CU00035,2023-09-28,18421.58,EFT,TXN658495248,Top-up,Success,Peach Payments,ZAR,2024-02-24T00:00:00,THIRD_PARTY_OTA
PY0000392,RN000458,CU00395,2022-03-20,19075.24,Corporate Account,TXN320684665,Top-up,Success,Ozow,ZAR,2023-05-07T00:00:00,THIRD_PARTY_OTA
PY0000393,RN000460,CU00066,2023-10-07,998.42,Debit Card,TXN819015671,Top-up,Success,Peach Payments,ZAR,2023-08-23T00:00:00,WALK_IN
PY0000394,RN000461,CU00180,2022-11-21,27301.88,Credit Card,TXN471118873,Booking Deposit,Success,Ozow,ZAR,2021-11-27T00:00:00,CORPORATE_PORTAL
PY0000395,RN000462,CU00407,2022-10-12,33759.63,EFT,TXN298337705,Booking Deposit,Success,Ozow,ZAR,2023-08-19T00:00:00,CRM_WEB
PY0000396,RN000463,CU00320,2023-10-27,9058.43,EFT,TXN977817967,Top-up,Success,PayFast,ZAR,2023-08-13T00:00:00,CORPORATE_PORTAL
PY0000397,RN000464,CU00177,2022-10-03,24796.91,Debit Card,TXN589913494,Top-up,Success,Peach Payments,ZAR,2022-09-29T00:00:00,WALK_IN
PY0000398,RN000465,CU00288,2022-02-18,6209.65,Corporate Account,TXN594543653,Final Payment,Success,Ozow,ZAR,2022-09-20T00:00:00,CRM_MOBILE
PY0000399,RN000466,CU00577,2023-08-27,23773.76,EFT,TXN340186143,Final Payment,Success,Peach Payments,ZAR,2024-03-15T00:00:00,WALK_IN
PY0000400,RN000467,CU00579,2020-03-16,12267.68,Debit Card,TXN446719547,Final Payment,Success,Peach Payments,ZAR,2021-10-05T00:00:00,CALL_CENTER
PY0000401,RN000468,CU00142,2023-02-07,7350.9,EFT,TXN645829121,Final Payment,Success,PayGate,ZAR,2021-09-17T00:00:00,WALK_IN
PY0000402,RN000469,CU00339,2023-04-15,15214.39,EFT,TXN883552193,Top-up,Success,PayFast,ZAR,2021-12-04T00:00:00,WALK_IN
PY0000403,RN000470,CU00348,2024-05-05,15561.19,EFT,TXN625045020,Final Payment,Success,Standard Bank EFT,ZAR,2024-05-04T00:00:00,CRM_WEB
PY0000404,RN000471,CU00267,2023-09-14,13880.42,Cash,TXN371894643,Booking Deposit,Success,Ozow,ZAR,2022-06-17T00:00:00,CORPORATE_PORTAL
PY0000405,RN000472,CU00449,2024-02-10,17669.18,EFT,TXN722435962,Top-up,Success,Standard Bank EFT,ZAR,2022-05-25T00:00:00,CORPORATE_PORTAL
PY0000406,RN000473,CU00468,2023-10-05,3579.71,Debit Card,TXN606217351,Booking Deposit,Success,PayFast,ZAR,2024-06-26T00:00:00,CALL_CENTER
PY0000407,RN000474,CU00483,2023-08-16,5868.99,EFT,TXN884011436,Booking Deposit,Success,PayFast,ZAR,2023-12-14T00:00:00,CRM_MOBILE
PY0000408,RN000475,CU00277,2022-05-31,11518.66,Credit Card,TXN839642987,Final Payment,Success,Standard Bank EFT,ZAR,2023-01-14T00:00:00,CALL_CENTER
PY0000409,RN000476,CU00383,2021-07-22,2802.09,Credit Card,TXN840382822,Final Payment,Success,PayFast,ZAR,2020-12-20T00:00:00,CRM_MOBILE
PY0000410,RN000477,CU00407,2021-06-30,4208.15,Corporate Account,TXN697583501,Booking Deposit,Success,PayGate,ZAR,2023-06-09T00:00:00,CRM_WEB
PY0000411,RN000478,CU00099,2022-12-20,5698.86,EFT,TXN468686278,Top-up,Pending,Peach Payments,ZAR,2021-09-12T00:00:00,CALL_CENTER
PY0000412,RN000479,CU00223,2020-06-07,15483.19,Cash,TXN547551267,Top-up,Success,Peach Payments,ZAR,2024-03-20T00:00:00,CALL_CENTER
PY0000413,RN000480,CU00515,2023-08-09,2535.61,Cash,TXN773598224,Final Payment,Success,Ozow,ZAR,2023-02-26T00:00:00,CRM_MOBILE
PY0000414,RN000481,CU00563,2022-10-02,2999.62,Corporate Account,TXN120878005,Booking Deposit,Success,PayFast,ZAR,2022-07-27T00:00:00,CALL_CENTER
PY0000415,RN000482,CU00320,2021-12-20,3066.3,EFT,TXN194112057,Final Payment,Success,Ozow,ZAR,2024-02-12T00:00:00,CALL_CENTER
PY0000416,RN000483,CU00425,2020-12-30,12557.07,EFT,TXN895004180,Booking Deposit,Pending,Standard Bank EFT,ZAR,2020-10-24T00:00:00,WALK_IN
PY0000417,RN000484,CU00415,2024-04-08,13284.66,Cash,TXN315619960,Booking Deposit,Success,Ozow,ZAR,2024-04-07T00:00:00,CRM_WEB
PY0000418,RN000485,CU00299,2023-08-10,30439.28,Cash,TXN158815961,Booking Deposit,Success,Peach Payments,ZAR,2023-09-09T00:00:00,WALK_IN
PY0000419,RN000486,CU00533,2022-10-14,16358.15,Corporate Account,TXN858751226,Final Payment,Success,PayFast,ZAR,2021-09-11T00:00:00,CRM_MOBILE
PY0000420,RN000487,CU00493,2021-11-29,2104.66,Credit Card,TXN286852226,Top-up,Success,Peach Payments,ZAR,2022-03-21T00:00:00,CRM_MOBILE
PY0000421,RN000488,CU00115,2023-11-29,18336.45,Corporate Account,TXN779221927,Top-up,Success,Ozow,ZAR,2024-05-30T00:00:00,THIRD_PARTY_OTA
PY0000422,RN000489,CU00588,2022-04-30,24803.54,Credit Card,TXN179045319,Top-up,Success,Ozow,ZAR,2020-11-23T00:00:00,CORPORATE_PORTAL
PY0000423,RN000490,CU00213,2021-02-15,14878.16,Debit Card,TXN511300856,Booking Deposit,Success,Ozow,ZAR,2023-12-19T00:00:00,CALL_CENTER
PY0000424,RN000491,CU00150,2023-08-25,25152.65,Cash,TXN590660795,Top-up,Success,Peach Payments,ZAR,2022-08-07T00:00:00,CALL_CENTER
PY0000425,RN000492,CU00437,2023-12-20,9403.34,Corporate Account,TXN702600302,Booking Deposit,Success,PayGate,ZAR,2024-01-17T00:00:00,WALK_IN
PY0000426,RN000494,CU00416,2023-02-16,12336.19,EFT,TXN473367205,Final Payment,Success,Peach Payments,ZAR,2022-06-24T00:00:00,THIRD_PARTY_OTA
PY0000427,RN000496,CU00465,2023-06-30,12534.62,Credit Card,TXN970137548,Top-up,Success,Standard Bank EFT,ZAR,2023-04-26T00:00:00,CRM_MOBILE
PY0000428,RN000499,CU00201,2022-06-09,12340.25,Debit Card,TXN108881727,Booking Deposit,Failed,Peach Payments,ZAR,2022-09-30T00:00:00,CRM_WEB
PY0000429,RN000501,CU00458,2024-02-02,1839.01,Cash,TXN933834302,Booking Deposit,Success,Peach Payments,ZAR,2023-05-18T00:00:00,THIRD_PARTY_OTA
PY0000430,RN000502,CU00373,2024-06-26,15013.69,EFT,TXN419639244,Final Payment,Success,PayGate,ZAR,2024-02-27T00:00:00,CORPORATE_PORTAL
PY0000431,RN000503,CU00596,2022-01-07,1939.05,Debit Card,TXN917090703,Top-up,Success,Ozow,ZAR,2022-04-10T00:00:00,CALL_CENTER
PY0000432,RN000504,CU00549,2023-08-08,19619.45,Debit Card,TXN494151102,Top-up,Success,Peach Payments,ZAR,2020-12-20T00:00:00,WALK_IN
PY0000433,RN000505,CU00448,2023-10-23,9059.56,Corporate Account,TXN640013882,Booking Deposit,Success,Ozow,ZAR,2023-08-12T00:00:00,CRM_WEB
PY0000434,RN000507,CU00034,2023-02-11,3009.37,Debit Card,TXN412037266,Final Payment,Success,Standard Bank EFT,ZAR,2022-11-17T00:00:00,CALL_CENTER
PY0000435,RN000507,CU00034,2023-08-10,3333.4400000000005,Debit Card,TXN845618083,Top-up,Success,Ozow,ZAR,2022-12-10T00:00:00,CALL_CENTER
PY0000436,RN000508,CU00238,2024-04-29,15218.26,Credit Card,TXN539237321,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-01-04T00:00:00,CRM_WEB
PY0000437,RN000509,CU00512,2024-02-05,12124.83,Corporate Account,TXN794717501,Final Payment,Success,PayFast,ZAR,2024-06-01T00:00:00,CRM_WEB
PY0000438,RN000510,CU00057,2023-02-12,3509.3,EFT,TXN327552212,Final Payment,Success,PayGate,ZAR,2022-01-23T00:00:00,CALL_CENTER
PY0000439,RN000511,CU00315,2024-02-23,2567.43,Credit Card,TXN740783440,Final Payment,Success,Peach Payments,ZAR,2023-10-29T00:00:00,CRM_WEB
PY0000440,RN000512,CU00200,2024-02-27,29798.91,Corporate Account,TXN315189279,Booking Deposit,Success,Ozow,ZAR,2023-11-29T00:00:00,WALK_IN
PY0000441,RN000514,CU00246,2024-03-01,3773.77,Debit Card,TXN271529744,Top-up,Success,Ozow,ZAR,2022-02-21T00:00:00,CORPORATE_PORTAL
PY0000442,RN000515,CU00148,2024-03-12,7974.92,EFT,TXN452395161,Booking Deposit,Success,PayGate,ZAR,2024-04-20T00:00:00,CORPORATE_PORTAL
PY0000443,RN000515,CU00148,2024-04-20,10156.42,EFT,TXN712281705,Booking Deposit,Success,Peach Payments,ZAR,2023-08-20T00:00:00,CORPORATE_PORTAL
PY0000444,RN000516,CU00026,2022-10-21,9282.9,EFT,TXN283221927,Final Payment,Success,Standard Bank EFT,ZAR,2022-10-04T00:00:00,CRM_MOBILE
PY0000445,RN000517,CU00340,2023-10-24,4347.85,Debit Card,TXN816486921,Booking Deposit,Success,Peach Payments,ZAR,2024-06-03T00:00:00,WALK_IN
PY0000446,RN000519,CU00465,2024-06-15,16458.4,Debit Card,TXN350183987,Top-up,Failed,Standard Bank EFT,ZAR,2024-01-01T00:00:00,WALK_IN
PY0000447,RN000523,CU00318,2022-10-07,15925.83,Cash,TXN427766637,Booking Deposit,Success,Standard Bank EFT,ZAR,2022-03-05T00:00:00,CALL_CENTER
PY0000448,RN000524,CU00033,2024-05-10,10827.1,Debit Card,TXN804830867,Final Payment,Success,Peach Payments,ZAR,2024-05-21T00:00:00,CALL_CENTER
PY0000449,RN000524,CU00033,2024-06-26,8142.15,Debit Card,TXN595784207,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-05-15T00:00:00,CALL_CENTER
PY0000450,RN000525,CU00524,2022-09-18,28687.32,Corporate Account,TXN303475188,Final Payment,Success,Ozow,ZAR,2024-02-10T00:00:00,CALL_CENTER
PY0000451,RN000526,CU00147,2024-06-20,43340.65,EFT,TXN146536605,Booking Deposit,Success,PayFast,ZAR,2024-06-25T00:00:00,CORPORATE_PORTAL
PY0000452,RN000528,CU00298,2023-01-28,5552.15,Corporate Account,TXN774258634,Booking Deposit,Success,PayFast,ZAR,2023-02-09T00:00:00,CRM_WEB
PY0000453,RN000532,CU00434,2023-05-28,26905.03,Credit Card,TXN259810211,Final Payment,Success,Standard Bank EFT,ZAR,2024-03-03T00:00:00,THIRD_PARTY_OTA
PY0000454,RN000533,CU00164,2024-02-12,8147.96,Cash,TXN337528559,Booking Deposit,Success,PayGate,ZAR,2021-11-02T00:00:00,CRM_WEB
PY0000455,RN000535,CU00169,2022-01-03,32845.78,Credit Card,TXN444944163,Booking Deposit,Success,PayGate,ZAR,2021-10-24T00:00:00,CRM_MOBILE
PY0000456,RN000536,CU00350,2022-04-20,27525.91,Debit Card,TXN197262805,Booking Deposit,Success,Peach Payments,ZAR,2022-01-08T00:00:00,WALK_IN
PY0000457,RN000537,CU00009,2023-07-27,22810.89,EFT,TXN334507962,Top-up,Success,Standard Bank EFT,ZAR,2021-02-24T00:00:00,WALK_IN
PY0000458,RN000538,CU00103,2023-07-07,35768.74,Corporate Account,TXN526564022,Final Payment,Pending,PayGate,ZAR,2023-10-21T00:00:00,CORPORATE_PORTAL
PY0000459,RN000539,CU00057,2024-06-15,14243.65,EFT,TXN207828969,Booking Deposit,Success,Ozow,ZAR,2024-06-01T00:00:00,CALL_CENTER
PY0000460,RN000540,CU00524,2022-11-22,1288.2,Credit Card,TXN205409997,Final Payment,Success,Ozow,ZAR,2022-10-30T00:00:00,CALL_CENTER
PY0000461,RN000542,CU00150,2021-02-16,14658.24,Debit Card,TXN729732698,Final Payment,Success,PayGate,ZAR,2021-09-28T00:00:00,WALK_IN
PY0000462,RN000543,CU00194,2024-06-25,7353.88,Credit Card,TXN324800561,Booking Deposit,Failed,Ozow,ZAR,2024-01-03T00:00:00,CALL_CENTER
PY0000463,RN000543,CU00194,2024-05-31,9525.309999999998,Credit Card,TXN430604690,Top-up,Success,Standard Bank EFT,ZAR,2023-10-31T00:00:00,CALL_CENTER
PY0000464,RN000544,CU00575,2024-02-19,20215.11,EFT,TXN652491380,Top-up,Success,PayFast,ZAR,2024-01-25T00:00:00,THIRD_PARTY_OTA
PY0000465,RN000545,CU00190,2023-11-03,3241.69,Debit Card,TXN624704960,Booking Deposit,Success,PayFast,ZAR,2024-03-20T00:00:00,CRM_WEB
PY0000466,RN000546,CU00030,2024-01-18,4435.5,Debit Card,TXN665936434,Booking Deposit,Success,PayFast,ZAR,2023-01-02T00:00:00,CRM_WEB
PY0000467,RN000547,CU00039,2023-05-14,34320.52,Corporate Account,TXN162220071,Top-up,Success,Standard Bank EFT,ZAR,2023-10-17T00:00:00,CORPORATE_PORTAL
PY0000468,RN000549,CU00462,2024-01-24,12180.41,Debit Card,TXN379523973,Booking Deposit,Success,Peach Payments,ZAR,2023-03-07T00:00:00,CRM_MOBILE
PY0000469,RN000550,CU00096,2023-04-22,3459.45,Credit Card,TXN311874643,Final Payment,Success,Ozow,ZAR,2023-02-17T00:00:00,WALK_IN
PY0000470,RN000551,CU00345,2022-11-24,2938.44,Cash,TXN919036307,Booking Deposit,Success,Peach Payments,ZAR,2022-08-21T00:00:00,CRM_WEB
PY0000471,RN000553,CU00385,2023-08-01,35115.87,Debit Card,TXN187357909,Top-up,Pending,Ozow,ZAR,2023-10-24T00:00:00,CORPORATE_PORTAL
PY0000472,RN000554,CU00099,2022-05-15,12881.2,Corporate Account,TXN455323156,Top-up,Success,Peach Payments,ZAR,2022-01-25T00:00:00,CRM_WEB
PY0000473,RN000555,CU00460,2023-02-18,24770.55,Cash,TXN207708866,Top-up,Success,Ozow,ZAR,2024-05-22T00:00:00,WALK_IN
PY0000474,RN000556,CU00239,2023-11-11,14612.36,EFT,TXN775823499,Final Payment,Success,Standard Bank EFT,ZAR,2021-05-20T00:00:00,CORPORATE_PORTAL
PY0000475,RN000557,CU00159,2022-01-01,22977.91,Corporate Account,TXN756256583,Booking Deposit,Success,Standard Bank EFT,ZAR,2021-05-18T00:00:00,CALL_CENTER
PY0000476,RN000559,CU00397,2022-08-17,1512.92,Cash,TXN578959538,Top-up,Success,Standard Bank EFT,ZAR,2021-12-19T00:00:00,CRM_WEB
PY0000477,RN000561,CU00380,2023-10-09,17052.15,Cash,TXN960959972,Top-up,Success,Standard Bank EFT,ZAR,2021-04-30T00:00:00,WALK_IN
PY0000478,RN000562,CU00043,2021-04-26,4581.8,Credit Card,TXN938416680,Final Payment,Success,Standard Bank EFT,ZAR,2023-01-23T00:00:00,CALL_CENTER
PY0000479,RN000563,CU00313,2021-07-14,7183.49,Corporate Account,TXN344031529,Top-up,Success,Ozow,ZAR,2023-12-18T00:00:00,CRM_MOBILE
PY0000480,RN000565,CU00302,2024-05-17,7020.33,Cash,TXN562184571,Booking Deposit,Success,PayFast,ZAR,2023-10-04T00:00:00,CALL_CENTER
PY0000481,RN000566,CU00134,2024-06-27,18547.58,Cash,TXN525439777,Booking Deposit,Success,Peach Payments,ZAR,2022-08-27T00:00:00,CRM_MOBILE
PY0000482,RN000568,CU00336,2023-03-30,16062.7,Debit Card,TXN541849383,Booking Deposit,Success,PayGate,ZAR,2022-09-01T00:00:00,THIRD_PARTY_OTA
PY0000483,RN000569,CU00476,2024-04-23,31795.86,Corporate Account,TXN114053493,Top-up,Success,PayFast,ZAR,2022-10-03T00:00:00,WALK_IN
PY0000484,RN000570,CU00160,2021-10-18,17352.45,Debit Card,TXN849238523,Final Payment,Success,PayFast,ZAR,2023-09-03T00:00:00,CRM_MOBILE
PY0000485,RN000571,CU00374,2022-12-19,31613.71,Credit Card,TXN121796942,Booking Deposit,Success,PayFast,ZAR,2021-10-04T00:00:00,CORPORATE_PORTAL
PY0000486,RN000572,CU00319,2022-01-22,18391.63,EFT,TXN643239528,Booking Deposit,Success,PayGate,ZAR,2023-04-27T00:00:00,CORPORATE_PORTAL
PY0000487,RN000573,CU00450,2021-12-28,2506.95,Credit Card,TXN821891325,Final Payment,Success,PayFast,ZAR,2021-02-27T00:00:00,CALL_CENTER
PY0000488,RN000574,CU00150,2023-09-04,10298.25,Cash,TXN811697208,Final Payment,Success,PayFast,ZAR,2023-11-07T00:00:00,CRM_MOBILE
PY0000489,RN000575,CU00235,2024-01-28,4771.32,Cash,TXN567500688,Booking Deposit,Success,Standard Bank EFT,ZAR,2022-11-15T00:00:00,CORPORATE_PORTAL
PY0000490,RN000576,CU00308,2024-06-20,24595.55,Corporate Account,TXN442746163,Top-up,Success,Peach Payments,ZAR,2024-04-06T00:00:00,WALK_IN
PY0000491,RN000577,CU00557,2023-04-08,9618.27,Credit Card,TXN941020635,Final Payment,Success,Peach Payments,ZAR,2023-01-31T00:00:00,CALL_CENTER
PY0000492,RN000578,CU00560,2021-01-20,15818.26,Credit Card,TXN733494303,Top-up,Success,PayFast,ZAR,2022-07-08T00:00:00,THIRD_PARTY_OTA
PY0000493,RN000580,CU00422,2023-06-04,20886.9,Credit Card,TXN210980306,Final Payment,Success,Ozow,ZAR,2023-02-27T00:00:00,CORPORATE_PORTAL
